"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"344016","344016",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","BRYNN MARR HOSPITAL                     ","192 VILLAGE DRIVE                       ",,"JACKSONVILLE                            ","NC                                      ","28546                                   ","ONSLOW                                  ",,,,,,,,,,81,29557,794,,23478,,146.300003051758,,62,,1580,,,,,,,
"344023","344023",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","JULIAN F KEITH - ADATC                  ","201 TABERNACLE ROAD                     ",,"BLACK MOUNTAIN                          ","NC                                      ","28711                                   ","BUNCOMBE                                ",,,,,,,,,,80,29200,1075,142,20950,,196.880004882812,,72,13,1519,,,,,,,
"344025","344025",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","BROUGHTON HOSPITAL                      ","1000 SOUTH STERLING STREET              ",,"MORGANTON                               ","NC                                      ","28655                                   ","BURKE                                   ",,,,,,,,,,431,157315,2672,5479,100056,,1268.5,,48,21,367,,,,,,,
"344026","344026",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","CHERRY HOSPITAL                         ","201 STEVENS MILL ROAD                   ",,"GOLDSBORO                               ","NC                                      ","27530                                   ","WAYNE                                   ",,,,,,,,,,226,75778,4193,3675,66779,0.730000019073486,1044,,94,96,752,,,,,,,
"344027","344027",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","RJ BLACKLEY ADATC                       ","RJ BLACKLEY                             ","1003 12TH STREET                        ","BUTNER                                  ","NC                                      ","27509                                   ","GRANVILLE                               ",,,,,,,,,,62,22630,885,147,11531,,154,,68,12,966,,,,,,,
"344028","344028",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Settled","STRATEGIC BEHAVIORAL CNETER-GARNER      ","3200 WATERFIELD DRIVE                   ",,"GARNER                                  ","NC                                      ","27529-7727                              ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"344029","344029",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","GOOD HOPE HOSPITAL INC                  ","410 DENIM DRIVE                         ",,"ERWIN                                   ","NC                                      ","28339-2204                              ","HARNETT                                 ",,,,,,,,,,16,5856,642,1894,3032,,31.7299995422363,,51,165,246,,,,,,,
"344030","344030",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Settled","STRATEGIC BEHAVIORAL CENTER LELAND      ","2050 MERCANTILE DRIVE                   ",,"LELAND                                  ","NC                                      ","28451                                   ","BRUNSWICK                               ",,,,,,,,,,112,35112,349,25727,33730,,214.080001831055,,25,305,550,,,,,,,
"344031","344031",1/7/2016,"07-JAN-16",12/31/2016,"31-DEC-16","Settled","STRATEGIC BEHAVIORAL CENTER-CHARLOTT    ","1715 SHARON W ROAD                      ",,"CHARLOTTE                               ","NC                                      ","28210-5663                              ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"350002","350002",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ST ALEXIUS MEDICAL CENTER               ","900 EAST BROADWAY AVENUE                ","5510                                    ","BISMARCK                                ","ND                                      ","58506-5510                              ","BURLEIGH                                ",612411,,,789703,,,0.0746000036597252,198716,147964,181,66506,16963,6956,36868,6.32000017166138,1511.66003417969,,3920,1584,8905,73,,,,,686,
"350006","350006",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","TRINITY HOSPITALS/ST JOES               ","ONE BURDICK EXPRESSWAY WEST             ","5020                                    ","MINOT                                   ","ND                                      ","58702-                                  ","WARD                                    ",359974,,,666152,,,0.0952000021934509,92239,128917,203,74095,13394,6858,34812,6.55999994277954,2498.93994140625,,2731,764,7317,,,,227,6,979,328
"350011","350011",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","SANFORD MEDICAL CENTER - FARGO          ","801 BROADWAY NORTH                      ",,"FARGO                                   ","ND                                      ","58102-3641                              ","CASS                                    ",5275949,,,3585783,,,0.138300001621246,695197,586702,398,145088,48339,28906,119288,52.9900016784668,4680.52001953125,,8952,3733,24143,,,,343,49,943,236
"350015","350015",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","SANFORD BISMARCK                        ","300 N 7TH ST                            ","5505                                    ","BISMARCK                                ","ND                                      ","58501                                   ","BURLEIGH                                ",949290,,,1357133,,,0.13510000705719,249918,218294,205,74141,19420,10794,46025,10.0500001907349,379.480010986328,,3858,1907,9645,,,,335,13,758,130
"350019","350019",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","ALTRU HEALTH SYSTEM-ALTRU HOSPITAL      ","1200 SOUTH COLUMBIA RD                  ","6002                                    ","GRAND FORKS                             ","ND                                      ","58201-                                  ","GRAND FORKS                             ",2282534,,,977449,,,0.0803000032901764,698789,395944,253,92598,26112,10477,55442,31.4599990844727,3195.60009765625,,4922,2663,13837,,,,,20,765,227
"350063","350063",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","As Submitted","QUENTIN N BURDICK MEMORIAL HOSPITAL     ","MAIN STREET                             ","160                                     ","BELCOURT                                ","ND                                      ","58316                                   ","ROLETTE                                 ",,,,27782,,,0.119999997317791,,,27,9882,830,1098,2285,,369,,142,249,483,,,,,,,
"350064","350064",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","As Submitted","STANDING ROCK IHS HOSPITAL              ","N10 N RIVER ROAD                        ","J                                       ","FORT YATES                              ","ND                                      ","58538                                   ","SIOUX                                   ",,,,2081,,,0.119999997317791,,,12,4392,61,72,177,,135,,11,16,36,,,,,,,
"350070","350070",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","INNOVIS HEALTH                          ","3000 32ND AVENUE S                      ",,"FARGO                                   ","ND                                      ","58103-                                  ","CASS                                    ",,,,765250,,,0.0807999968528748,,,133,48545,18347,6757,42391,,1580,,3696,633,8785,639,,,,,,
"351300","351300",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","TIOGA MEDICAL CENTER                    ","810 NORTH WELO STREET                   ","159                                     ","TIOGA                                   ","ND                                      ","58852-0159                              ","WILLIAMS                                ",,,,,,,,,,25,9125,952,47,1390,,51.5400009155273,,75,2,100,,,,,,,
"351301","351301",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","MOUNTRAIL COUNTY MEDICAL CENTER         ","615 6TH STREET SE                       ","339                                     ","STANLEY                                 ","ND                                      ","58784                                   ","MOUNTRAIL                               ",,,,,,,,,,11,4015,434,1,485,,103.269996643066,,15,1,29,,,,,,,
"351302","351302",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","MCKENZIE COUNTY HEALTHCARE SYSTEM       ","516 NORTH MAIN                          ","548                                     ","WATFORD CITY                            ","ND                                      ","58854-                                  ","MCKENZIE                                ",,,,,,,,,,24,8760,484,5,642,,86.0699996948242,,40,1,78,,,,,,,
"351303","351303",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","GARRISON MEMORIAL HOSPITAL              ","407 3RD AVENUE SE                       ","39                                      ","GARRISON                                ","ND                                      ","58540                                   ","MCLEAN                                  ",,,,,,,,,,22,8030,892,,5523,,78.7900009155273,,63,,82,,,,,,,
"351304","351304",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","TURTLE LAKE COMMUNITY HOSPITAL          ","220 5TH AVENUE                          ","280                                     ","TURTLE LAKE                             ","ND                                      ","58575                                   ","MCLEAN                                  ",,,,,,,,,,22,8030,447,,6831,,47.4700012207031,,34,,36,,,,,,,
"351305","351305",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","KENMARE COMMUNITY HOSPITAL              ","317 1ST AVE NW                          ","697                                     ","KENMARE                                 ","ND                                      ","58746                                   ","WARD                                    ",,,,,,,,,,25,9125,456,,7524,,63.9300003051758,,10,,10,,,,,,,
"351306","351306",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","COOPERSTOWN MEDICAL CENTER              ","1200 ROBERTS AVENUE NE                  ",,"COOPERSTOWN                             ","ND                                      ","58425-7101                              ","GRIGGS                                  ",,,,,,,,,,18,6570,571,57,720,,30.7600002288818,,45,4,54,,,,,,,
"351307","351307",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","Settled","ST ANDREWS HEALTH CENTER                ","316 OHMER ST                            ",,"BOTTINEAU                               ","ND                                      ","58318-                                  ","BOTTINEAU                               ",,,,,,,,,,25,9150,667,7,6620,,75.870002746582,,74,2,93,1,,,,,,
"351308","351308",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","NELSON COUNTY HEALTH SYSTEM-HOSPITAL    ","200 NORTH MAIN STREET                   ","367                                     ","MCVILLE                                 ","ND                                      ","58254-                                  ","NELSON                                  ",,,,,,,,,,19,6935,488,,619,,24.2900009155273,,46,,52,,,,,,,
"351309","351309",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","SANFORD MAYVILLE                        ","42 6TH AVENUE SE                        ",,"MAYVILLE                                ","ND                                      ","58257-                                  ","TRAILL                                  ",,,,,,,,,,25,9125,867,5,1006,,60.2999992370605,,95,1,111,,,,,,,
"351310","351310",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","SAKAKAWEA MEDICAL CENTER                ","510 J8TH AVE NE                         ",,"HAZEN                                   ","ND                                      ","58545                                   ","MERCER                                  ",,,,,,,,,,25,9125,878,,1442,,102.5,,131,,166,,,,,,,
"351311","351311",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","LISBON AREA HEALTH SERVICES             ","905 MAIN                                ",,"LISBON                                  ","ND                                      ","58054                                   ","RANSOM                                  ",,,,,,,,,,25,9125,1673,19,3675,,57.4099998474121,,172,6,219,,,,,,,
"351312","351312",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Settled","NORTHWOOD DEACONESS HEALTH CENTER       ","4 N PARK STREET                         ","190                                     ","NORTHWOOD                               ","ND                                      ","58267-                                  ","GRAND FORKS                             ",,,,,,,,,,12,4380,1214,15,1426,,52.4900016784668,,35,1,42,,,,,,,
"351313","351313",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","SOUTHWEST HEALTHCARE SERVICES           ","802 3ND STREET NW                       ",,"BOWMAN                                  ","ND                                      ","58623-0009                              ","BOWMAN                                  ",,,,,,,,,,23,8418,323,,2042,,89.9000015258789,,40,,57,,,,,,,
"351314","351314",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled w/Audit","JACOBSON MEMORIAL HOSPITAL              ","601 EAST STREET NORTH                   ","367                                     ","ELGIN                                   ","ND                                      ","58533-                                  ","GRANT                                   ",,,,,,,,,,30,10950,539,1,9619,,48.3899993896484,,76,1,86,,,,,,,
"351315","351315",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","OAKES COMMUNITY HOSPITAL                ","314 SOUTH 8TH ST                        ",,"OAKES                                   ","ND                                      ","58474                                   ","DICKEY                                  ",,,,,,,,,,20,7300,1777,9,1932,,49.0800018310547,,253,4,307,1,,,,,,
"351316","351316",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","Settled","PRESENTATION MEDICAL CENTER             ","213 SECOND AVE N.E.                     ","759                                     ","ROLLA                                   ","ND                                      ","58367-                                  ","ROLETTE                                 ",,,,,,,,,,25,9150,323,906,2174,,70.9800033569336,,53,23,103,,,,,,,
"351318","351318",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","CARRINGTON HEALTH CENTER                ","800 NORTH FOURTH STREET                 ",,"CARRINGTON                              ","ND                                      ","58421                                   ","FOSTER                                  ",,,,,,,,,,25,9125,1701,24,2006,,62.9799995422363,,278,8,345,,,,,,,
"351319","351319",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Settled","PEMBINA COUNTY MEMORIAL HOSPITAL        ","301 MOUNTAIN ST. EAST                   ",,"CAVALIER                                ","ND                                      ","58220-                                  ","PEMBINA                                 ",,,,,,,,,,20,7320,783,12,934,,64.9100036621094,,193,1,265,,,,,,,
"351320","351320",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","UNITY MEDICAL CENTER                    ","164 WEST 13TH STREET                    ",,"GRAFTON                                 ","ND                                      ","58237-                                  ","WALSH                                   ",,,,,,,,,,14,5110,1546,16,1868,,76.0800018310547,,124,5,167,,,,,,,
"351321","351321",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Settled","WISHEK COMMUNITY HOSPITAL               ","1007 4TH AVENUE SOUTH                   ",,"WISHEK                                  ","ND                                      ","58495                                   ","MCINTOSH                                ",,,,,,,,,,24,8784,682,3,739,,49.439998626709,,138,1,153,,,,,,,
"351322","351322",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","ASHLEY MEDICAL CENTER                   ","612 CENTER AVENUE NORTH                 ",,"ASHLEY                                  ","ND                                      ","58413-                                  ","MCINTOSH                                ",,,,,,,,,,20,7300,565,,1108,,56.2299995422363,,52,,56,,,,,,,
"351323","351323",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","CAVALIER COUNTY MEMORIAL HOSPITAL       ","909 SECOND STREET                       ",,"LANGDON                                 ","ND                                      ","58249                                   ","CAVALIER                                ",,,,,,,,,,20,7300,624,3,769,,57.2700004577637,,121,1,177,,,,,,,
"351324","351324",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","MERCY HOSPITAL OF VALLEY CITY           ","570 CHAUTAQUA BOULEVARD                 ",,"VALLEY CITY                             ","ND                                      ","58072                                   ","BARNES                                  ",,,,,,,,,,25,9125,1879,19,2954,,60.6300010681152,,200,8,244,,,,,,,
"351325","351325",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","ST. LUKES HOSPITAL                      ","700 FIRST STREET SW                     ","10                                      ","CROSBY                                  ","ND                                      ","58730-                                  ","DIVIDE                                  ",,,,,,,,,,15,5475,805,,940,,44.189998626709,,55,,63,,,,,,,
"351326","351326",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","FIRST CARE HEALTH CENTER                ","115 VIVIAN STREET                       ","1                                       ","PARK RIVER                              ","ND                                      ","58278-                                  ","WALSH                                   ",,,,,,,,,,14,5124,1773,4,2330,,64.5,,174,1,213,,,,,,,
"351327","351327",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","Settled","ST ALOISIUS MEDICAL CENTER              ","325 EAST BREWSTER ST                    ",,"HARVEY                                  ","ND                                      ","58341-                                  ","WELLS                                   ",,,,,,,,,,25,9150,1429,61,1975,,95.2699966430664,,177,24,230,,,,,,,
"351328","351328",4/1/2016,"01-APR-16",3/31/2017,"31-MAR-17","Settled","LINTON HOSPITAL                         ","518 NORTH BROADWAY                      ","850                                     ","LINTON                                  ","ND                                      ","58552-0850                              ","EMMONS                                  ",,,,,,,,,,14,5110,540,3,901,,48.0900001525879,,105,1,122,,,,,,,
"351329","351329",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","SANFORD HILLSBORO                       ","12 3RD STREET SE                        ","609                                     ","HILLSBORO                               ","ND                                      ","58045-                                  ","TRAILL                                  ",,,,,,,,,,16,5840,959,,1720,,43.75,,59,,72,,,,,,,
"351330","351330",4/1/2016,"01-APR-16",3/31/2017,"31-MAR-17","Settled","WEST RIVER REGIONAL MEDICAL CENTER      ","1000 HIGHWAY 12                         ","124                                     ","HETTINGER                               ","ND                                      ","58639-                                  ","ADAMS                                   ",,,,,,,,,,25,9125,2393,130,3281,1.62000000476837,159.580001831055,,434,28,657,,,,,,,
"351331","351331",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled","TOWNER COUNTY MEDICAL CENTER            ","HWY 281 NORTH                           ","688                                     ","CANDO                                   ","ND                                      ","58324-0688                              ","TOWNER                                  ",,,,,,,,,,20,7300,644,18,1127,,57.2799987792969,,98,2,115,,,,,,,
"351332","351332",4/1/2016,"01-APR-16",3/31/2017,"31-MAR-17","Amended","HEART OF AMERICA MEDICAL CENTER         ","800 MAIN AVENUE SOUTH                   ",,"RUGBY                                   ","ND                                      ","58368-2118                              ","PIERCE                                  ",,,,,,,,,,25,9125,1889,6,2237,,157.919998168945,,163,3,194,,,,,,,
"351333","351333",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","MERCY HOSPITAL                          ","1031 7TH STREET                         ",,"DEVILS LAKE                             ","ND                                      ","58301                                   ","RAMSEY                                  ",,,,,,,,,,25,9125,2489,862,4372,,119.660003662109,,322,222,795,40,,,,,,
"351334","351334",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled w/Audit","MERCY MEDICAL CENTER                    ","1301 15TH AVENUE W                      ",,"WILLISTON                               ","ND                                      ","58801                                   ","WILLIAMS                                ",,,,,,,,,,25,9125,1796,850,5717,,353.130004882812,,492,299,1852,,,,,,,
"351335","351335",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Settled w/Audit","JAMESTOWN REGIONAL MEDICAL CENTER       ","2422 20TH ST SW                         ",,"JAMESTOWN                               ","ND                                      ","58401                                   ","STUTSMAN                                ",,,,,,,,,,25,9125,1817,549,4126,,273.480010986328,,509,110,1021,,,,,,,
"351336","351336",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ST JOSEPHS HOSPITAL & HEALTH CTR        ","30 WEST 7TH STREET                      ",,"DICKINSON                               ","ND                                      ","58601                                   ","STARK                                   ",,,,,,,,,,25,9125,2540,635,6549,,271.899993896484,,678,187,1761,,,,,,,
"352004","352004",8/1/2016,"01-AUG-16",7/31/2017,"31-JUL-17","Settled","VIBRA HOSPITAL OF FARGO  LLC            ","1720 SOUTH UNIVERSITY DRIVE             ",,"FARGO                                   ","ND                                      ","58103                                   ","CASS                                    ",,,,,,,,,,31,11315,3330,978,8068,,63.4099998474121,,134,32,277,45,,,,,,
"352005","352005",8/1/2016,"01-AUG-16",7/31/2017,"31-JUL-17","Settled","VIBRA HOSPITAL OF CENTRAL DAKOTAS  L    ","1000 18TH STREET N.W.                   ",,"MANDAN                                  ","ND                                      ","58554                                   ","MORTON                                  ",,,,,,,,,,41,14965,2392,1942,6948,,62.1399993896484,,96,52,237,31,,,,,,
"354003","354003",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ND STATE HOSPITAL                       ","2605 CIRCLE DR                          ",,"JAMESTOWN                               ","ND                                      ","58401                                   ","STUTSMAN                                ",,,,,,,,,,100,36500,4543,389,30063,,383.75,,162,,27684,,,,,,,
"354004","354004",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","Settled","PRAIRIE ST. JOHNS                       ","100 FOURTH STREET SOUTH  SUITE 506      ",,"FARGO                                   ","ND                                      ","58108                                   ","CASS                                    ",,,,,,,,,,110,40260,5046,1353,26402,,265.309997558594,,432,138,2992,,,,,,,
"354005","354005",1/1/2016,"01-JAN-16",9/11/2016,"11-SEP-16","Settled","RICHARD P. STADTER PSYCHIATRIC CNTR     ","1451 44TH AVENUE SOUTH                  ","14354                                   ","GRAND FORKS                             ","ND                                      ","58208-4354                              ","GRAND FORKS                             ",,,,,,,,,,70,17850,1981,1768,6211,,77.8300018310547,,97,231,546,,,,,,,
"354005","354005",9/12/2016,"12-SEP-16",12/31/2016,"31-DEC-16","Settled","RED RIVER BEHAVIORAL HEALTH SYSTEM      ","1451 44TH AVENUE SOUTH                  ","14354                                   ","GRAND FORKS                             ","ND                                      ","58208-4354                              ","GRAND FORKS                             ",,,,,,,,,,70,7770,166,9,686,,60.4000015258789,,5,2,92,,,,,,,
"360001","360001",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","MERCY HOSPITAL ANDERSON                 ","7500 STATE ROAD                         ",,"CINCINNATI                              ","OH                                      ","45255-0589                              ","HAMILTON                                ",,,,766548,,,0.101000003516674,,,284,72158,15526,1031,51474,,949.919982910156,,3432,298,12301,1911,,,,,,
"360002","360002",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Settled","UH SAMARITAN MEDICAL CENTER             ","1025 CENTER STREET                      ",,"ASHLAND                                 ","OH                                      ","44805-4098                              ","ASHLAND                                 ",,,,104997,,,0.0750000029802322,,,39,14274,3055,291,7481,,469.269989013672,,975,78,2292,494,,,,,,
"360003","360003",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","UNIVER.OF CINCINNATI MED CENTER LLC     ","234 GOODMAN STREET                      ",,"CINCINNATI                              ","OH                                      ","45219-                                  ","HAMILTON                                ",21227378,,,4964899,,,0.31580001115799,6459077,3353839,473,172645,33352,16105,143181,473.700012207031,4608,,6008,1873,24646,6459,801,,194,,1762,
"360006","360006",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","RIVERSIDE METHODIST HOSPITAL            ","3535 OLENTANGY RIVER ROAD               ",,"COLUMBUS                                ","OH                                      ","43214                                   ","FRANKLIN                                ",14719308,,,3474496,,,0.0940999984741211,4013292,1336337,677,246944,64303,14587,200509,128.470001220703,6240.10986328125,,13630,1812,43153,5870,,,128,,1296,
"360008","360008",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","SOUTHERN OHIO MEDICAL CENTER            ","1248 KENNEYS LANE                       ",,"PORTSMOUTH                              ","OH                                      ","45662-                                  ","SCIOTO                                  ",1511899,,,1605157,,,0.193599998950958,488096,334110,177,64605,22069,1519,47270,6.32000017166138,2077.23999023438,,4536,325,10488,,,,13,22,337,608
"360009","360009",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","LIMA MEMORIAL HOSPITAL                  ","1001 BELLEFONTAINE AVENUE               ",,"LIMA                                    ","OH                                      ","45804-                                  ","ALLEN                                   ",,,,522047,,,0.0901999995112419,,,155,56730,11864,692,25510,,1048.06994628906,,2649,150,6563,789,,,,5,,127
"360010","360010",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","UNION HOSPITAL ASSOCIATION              ","659 BOULEVARD                           ",,"DOVER                                   ","OH                                      ","44622                                   ","TUSCARAWAS                              ",,,,262365,,,0.0688999965786934,,,138,50508,9535,2135,20867,,830.97998046875,,2284,301,5013,499,,,,6,,132
"360011","360011",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","MARION GENERAL HOSPITAL                 ","100 MCKINLEY PARK DRIVE                 ",,"MARION                                  ","OH                                      ","43302                                   ","MARION                                  ",,,,730618,,,0.151299998164177,,,171,62415,10032,2479,23524,,1196.33996582031,,2651,218,6630,1273,,,65,,554,
"360012","360012",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ST. ANNS HOSPITAL                       ","500 S.CLEVELAND AVE                     ",,"WESTERVILLE                             ","OH                                      ","43081-                                  ","FRANKLIN                                ",515109,,,1177158,,,0.145899996161461,270952,116907,265,96725,15684,4491,66871,14.5500001907349,1674.59997558594,,3608,1107,16824,4283,,,,,,
"360013","360013",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Settled","WILSON MEMORIAL HOSPITAL                ","915 WEST MICHIGAN STREET                ",,"SIDNEY                                  ","OH                                      ","45365-                                  ","SHELBY                                  ",,,,89648,,,0.0747999995946884,,,61,22326,2912,145,8013,,477.619995117188,,792,46,2244,724,9,,7,,225,
"360014","360014",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","OBLENESS MEMORIAL HOSPITAL              ","55 HOSPITAL DRIVE                       ",,"ATHENS                                  ","OH                                      ","45701-2345                              ","ATHENS                                  ",50427,,,161729,,,0.119999997317791,206584,388674,58,21170,1842,996,6541,16.5599994659424,563.039978027344,,807,45,2508,286,,,,,,
"360016","360016",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","JEWISH HOSPITAL OF CINCINNATI           ","4777 EAST GALBRAITH ROAD                ",,"CINCINNATI                              ","OH                                      ","45236-2725                              ","HAMILTON                                ",5630134,,,402957,,,0.0518000014126301,2718934,838050,212,62304,15399,1204,42620,66.4400024414062,1016.71997070312,,3552,278,10172,1113,,,,3,,332
"360017","360017",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","GRANT MEDICAL CENTER                    ","111 S. GRANT AVE                        ",,"COLUMBUS                                ","OH                                      ","43215                                   ","FRANKLIN                                ",6225636,,,3590174,,,0.281599998474121,3269117,1489195,388,141605,24796,11958,102375,90.6399993896484,3202.26000976562,,4736,1512,17765,5748,,,,,,
"360020","360020",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Amended","SUMMA HEALTH SYSTEM                     ","525 E. MARKET STREET                    ","2090                                    ","AKRON                                   ","OH                                      ","44308-                                  ","SUMMIT                                  ",10262754,,,2161135,,,0.139400005340576,6545997,3944702,566,221404,33391,5544,136028,219.720001220703,4430.18994140625,,7473,1230,31579,8287,433,,186,,3159,
"360025","360025",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Settled w/Audit","FIRELANDS REGIONAL MEDICAL CENTER       ","1111 HAYES AVENUE                       ",,"SANDUSKY                                ","OH                                      ","44870-                                  ","ERIE                                    ",951748,,,1007414,,,0.131099998950958,550028,317011,179,65514,19504,2242,39645,15.6800003051758,1673.84997558594,,4037,304,8478,1550,,,,7,,449
"360026","360026",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","GREENE MEMORIAL HOSPITAL  INC.          ","1141 NORTH MONROE DRIVE                 ",,"XENIA                                   ","OH                                      ","45385-                                  ","GREENE                                  ",,,,68801,,,0.0489000007510185,,,49,17934,3387,269,9042,,481,,873,88,2400,339,,,,,,
"360027","360027",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Amended","AKRON GENERAL MEDICAL CENTER            ","1 AKRON GENERAL AVE                     ",,"AKRON                                   ","OH                                      ","44307-                                  ","SUMMIT                                  ",8184125,,,1957294,,,0.148399993777275,3262521,1800110,361,132080,30737,5200,100845,127.809997558594,3467.4599609375,,6651,973,22031,5001,409,,118,,1790,
"360029","360029",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","WOOD COUNTY HOSPITAL                    ","950 WEST WOOSTER STREET                 ",,"BOWLING GREEN                           ","OH                                      ","43402-                                  ","WOOD                                    ",,,,73284,,,0.0509000010788441,,,103,37595,2964,424,8254,,587.880004882812,,865,57,2580,358,,,,,,
"360032","360032",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Amended","JOINT TOWNSHIP DISTRICT MEMORIAL HOS    ","200 SAINT CLAIR ST                      ",,"ST. MARYS                               ","OH                                      ","45885-2400                              ","AUGLAIZE                                ",,,,27353,,,0.032600000500679,,,40,14640,1772,114,4593,,327.929992675781,,568,33,1438,147,,,,,,41
"360035","360035",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","MOUNT CARMEL HEALTH                     ","793 WEST STATE STREET                   ",,"COLUMBUS                                ","OH                                      ","43222-                                  ","FRANKLIN                                ",5001623,,,2543977,,,0.123999997973442,2411462,817849,649,236885,38803,9496,152876,70.3600006103516,4152.85009765625,,8312,1528,31753,6153,,,132,,1198,279
