"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"360037","360037",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST. VINCENT CHARITY MEDICAL CENTER      ","1351 EAST 22ND STREET                   ",,"CLEVELAND                               ","OH                                      ","44015                                   ",,2990740,,,1340487,,,0.433899998664856,2321185,947496,134,52129,5392,2217,24792,71.4599990844727,857,,1321,498,5987,2319,,,,,2346,
"360039","360039",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","GENESIS HEALTHCARE SYSTEM               ","2951 MAPLE AVENUE                       ",,"ZANESVILLE                              ","OH                                      ","43701                                   ","MUSKINGUM                               ",,,,2501354,,,0.23479999601841,,,285,104025,22204,1581,58351,,2169,,4336,374,11876,4577,,,,,,
"360040","360040",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","KNOX COMMUNITY HOSPITAL                 ","1330 COSHOCTON ROAD                     ",,"MT. VERNON                              ","OH                                      ","43050                                   ","KNOX                                    ",,,,336540,,,0.119999997317791,,,65,23725,5298,874,11512,,890.950012207031,,1530,187,3423,710,,,,,,
"360041","360041",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","UH PARMA MEDICAL CENTER                 ","7007 POWERS BLVD.                       ",,"PARMA                                   ","OH                                      ","44129-5495                              ","CUYAHOGA                                ",1929472,,,,,,,1088603,507241,219,79892,14425,657,36260,25.5699996948242,956.559997558594,,3621,146,9166,825,30,,3,8,310,330
"360044","360044",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","WAYNE HOSPITAL COMPANY                  ","835 SWEITZER STREET                     ",,"GREENVILLE                              ","OH                                      ","45331-                                  ","DARKE                                   ",,,,104181,,,0.100400000810623,,,36,13140,2132,150,4841,,370.220001220703,,688,431,1882,412,7,,9,,119,
"360046","360046",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","MCCULLOUGH-HYDE MEMORIAL HOSPITAL       ","101 N. POPLAR ST                        ",,"OXFORD                                  ","OH                                      ","45056-                                  ","BUTLER                                  ",,,,94521,,,0.0860000029206276,,,45,16425,2023,427,6523,,305.450012207031,,653,13,1957,341,,,,,,
"360048","360048",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","UNIV OF TOLEDO MEDL CENTER              ","3000 ARLINGTON AVENUE                   ",,"TOLEDO                                  ","OH                                      ","43614-2589                              ","LUCAS                                   ",9479094,,,1235462,,,0.14640000462532,3861902,2140125,212,77380,18089,1953,49229,163.320007324219,2167.63989257812,,3517,419,9624,2092,208,,42,,1054,
"360051","360051",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MIAMI VALLEY HOSPITAL                   ","ONE WYOMING STREET                      ",,"DAYTON                                  ","OH                                      ","45409                                   ","MONTGOMERY                              ",3677267,1138916,,2977228,922102,,0.225099995732307,3437717,1206466,760,277400,34625,11005,142438,125.040000915527,4635.2998046875,,7262,1221,29588,6994,743,,196,33,1617,682
"360052","360052",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","GOOD SAMARITAN HOSPITAL                 ","2222 PHILADELPIA DRIVE                  ",,"DAYTON                                  ","OH                                      ","45406-1891                              ","MONTGOMERY                              ",3639004,,,1138891,,,0.122100003063679,3404604,1539004,329,120085,19078,3371,57514,66.4499969482422,2072.330078125,,4390,479,13688,2613,,,,,,
"360054","360054",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","HOLZER                                  ","100 JACKSON PIKE                        ",,"GALLIPOLIS                              ","OH                                      ","45631-                                  ","GALLIA                                  ",356726,,,802809,,,0.241999998688698,210485,231948,157,57305,6617,425,15306,,1066.26000976562,,1906,110,4327,1689,96,,18,5,381,455
"360055","360055",1/1/2017,"01-JAN-17",4/30/2017,"30-APR-17","As Submitted","TRUMBULL MEMORIAL HOSPITAL              ","1350 EAST MARKET ST.                    ","1269                                    ","WARREN                                  ","OH                                      ","44483-                                  ","TRUMBULL                                ",,,,176013,,,0.10869999974966,,,233,27960,4621,638,14687,,877.719970703125,,836,833,2895,,,,30,,110,
"360055","360055",5/1/2017,"01-MAY-17",12/31/2017,"31-DEC-17","As Submitted","TRUMBULL MEMORIAL HOSPITAL              ","1350 EAST MARKET ST.                    ","1269                                    ","WARREN                                  ","OH                                      ","44483                                   ",,,,,453128,,,0.150299996137619,,,231,56595,7849,1261,25456,,715.070007324219,,1459,1208,4970,,,,39,,181,
"360056","360056",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MERCY HOSPITAL OF HAMILTON/FAIRFIELD    ","100 RIVERFRONT PLAZA                    ",,"HAMILTON                                ","OH                                      ","45012                                   ","HAMILTON                                ",,,,633947,,,0.0753000006079674,,,199,72635,15741,1751,51584,,1060.63000488281,,3984,411,13754,1868,,,,4,,394
"360058","360058",4/1/2017,"01-APR-17",3/31/2018,"31-MAR-18","As Submitted","MERCER COUNTY COMMUNITY HOSPITAL        ","800 WEST MAIN STREET                    ",,"COLDWATER                               ","OH                                      ","45828-                                  ","MERCER                                  ",,,,,,,,,,42,15330,2709,101,6557,,346.929992675781,,815,43,2296,208,,,,,,
"360059","360059",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","METROHEALTH MEDICAL CENTER              ","2500 METROHEALTH DRIVE                  ",,"CLEVELAND                               ","OH                                      ","44109-1998                              ","CUYAHOGA                                ",10358557,,,3529618,,,0.444400012493134,6814890,7609196,499,182135,17344,11435,108572,363.299987792969,5688.91015625,,3415,2075,19624,8963,,,67,54,892,552
"360064","360064",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST. ELIZABETH HEALTH CENTER             ","1044 BELMONT AVENUE                     ",,"YOUNGSTOWN                              ","OH                                      ","44501-1790                              ","MAHONING                                ",4566596,,,1208559,,,0.109999999403954,2032754,791072,299,111679,22989,3997,76581,55.5800018310547,1719.14001464844,,4847,527,16708,2649,1081,,153,26,2109,579
"360065","360065",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","FISHER-TITUS MEDICAL CENTER             ","272 BENEDICT AVE                        ",,"NORWALK                                 ","OH                                      ","44857                                   ","HURON                                   ",,,,309512,,,0.108800001442432,,,78,28470,5246,352,11715,,805.320007324219,,1725,106,3858,846,,,,,,
"360066","360066",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST. RITAS MEDICAL CENTER LLC            ","730 W MARKET ST                         ",,"LIMA                                    ","OH                                      ","45801                                   ","ALLEN                                   ",378015,,,1312471,,,0.0892999991774559,168905,73650,313,109761,30708,1090,70563,3.40000009536743,1636.40002441406,,6921,3743,17350,2404,290,,66,8,678,352
"360068","360068",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","THE TOLEDO HOSPITAL                     ","2142 NORTH COVE BLVD.                   ",,"TOLEDO                                  ","OH                                      ","43606-                                  ","LUCAS                                   ",5620836,,,4080504,,,0.209999993443489,3280990,917269,652,237980,37766,15476,149443,121.400001525879,4023.92993164062,,7450,1026,29511,5240,746,,78,,1593,
"360070","360070",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MERCY MEDICAL CENTER                    ","1320 MERCY DRIVE N.W.                   ",,"CANTON                                  ","OH                                      ","44708                                   ",,1224273,430725,,583868,205417,,0.0903000012040138,1358772,499340,284,103660,19993,2743,67574,23.3400001525879,2165,,4061,699,14556,2582,,,,21,,400
"360071","360071",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","VAN WERT COUNTY HOSPITAL                ","1250 S. WASHINGTON ST.                  ",,"VAN WERT                                ","OH                                      ","45891-                                  ","VAN WERT                                ",,,,48467,,,0.0729999989271164,,,61,22265,1115,79,2913,,212.509994506836,,408,16,934,133,,,,,,
"360072","360072",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","FAIRFIELD MEDICAL CENTER                ","401 NORTH EWING STREET                  ",,"LANCASTER                               ","OH                                      ","43130-                                  ","FAIRFIELD                               ",2263372,,,933154,,,0.104599997401237,879802,455173,213,77627,16422,982,41799,23.5499992370605,1651.31005859375,,4193,225,11269,1779,,,,,,
"360074","360074",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","FLOWER HOSPITAL                         ","5200 HARROUN RD                         ",,"SYLVANIA                                ","OH                                      ","43560-                                  ","LUCAS                                   ",106073,,,203807,,,0.0524999983608723,129433,120568,162,59130,8817,611,27284,3.21000003814697,937.179992675781,,1986,94,6464,800,1283,,242,10,3092,535
"360075","360075",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","UH REGIONAL HOSPITALS                   ","27100 CHARDON ROAD                      ",,"RICHMOND HEIGHTS                        ","OH                                      ","44143-                                  ","CUYAHOGA                                ",3894645,,,256964,,,0.0943000018596649,3620582,2495814,101,36865,5664,944,17047,107.51000213623,732.619995117188,,1506,252,4617,643,,,,,,
"360076","360076",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ATRIUM MEDICAL CENTER                   ","ONE MEDICAL CENTER DRIVE                ",,"FRANKLIN                                ","OH                                      ","45005-1006                              ","WARREN                                  ",,,,588384,,,0.118000000715256,,,217,79205,9043,2199,30012,,1321.60998535156,,2183,305,7703,1545,630,,114,13,1262,415
"360077","360077",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","FAIRVIEW HOSPITAL                       ","18101 LORAIN AVE                        ",,"CLEVELAND                               ","OH                                      ","44111-                                  ","CUYAHOGA                                ",4042517,,,1653714,,,0.125100001692772,1696197,808838,435,157722,29865,4164,114826,77.5699996948242,2332.5,,6551,776,25096,6248,,,,,,
"360078","360078",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","UH PORTAGE MEDICAL CENTER               ","6847 N. CHESTNUT STREET                 ","1204                                    ","RAVENNA                                 ","OH                                      ","44266-1204                              ","PORTAGE                                 ",66430,,,262989,,,0.0688999965786934,44250,23761,191,69715,8581,992,26567,2.88000011444092,690.510009765625,,1947,263,6401,1325,,,,,,
"360079","360079",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","KETTERING MEMORIAL HOSPITAL             ","3535 SOUTHERN BOULEVARD                 ",,"KETTERING                               ","OH                                      ","45429-                                  ","MONTGOMERY                              ",4677072,1614568,,946345,326687,,0.0854000002145767,3271574,1369062,355,129198,24289,4180,93891,70.8000030517578,2584.89990234375,,5808,735,21610,3109,,,,8,,843
"360080","360080",1/1/2017,"01-JAN-17",5/31/2017,"31-MAY-17","As Submitted","EAST OHIO REGIONAL HOSPITAL             ","90 NORTH FOURTH STREET                  ",,"MARTINS FERRY                           ","OH                                      ","43935                                   ","BELMONT                                 ",,,,44001,,,0.0733999982476234,,,84,12684,1566,156,3406,,427.619995117188,,364,27,832,96,,,,,,
"360080","360080",6/1/2017,"01-JUN-17",12/31/2017,"31-DEC-17","As Submitted","EAST OHIO REGIONAL HOSPITAL             ","90 NORTH FOURTH STREET                  ",,"MARTINS FERRY                           ","OH                                      ","43935                                   ","BELMONT                                 ",,,,60560,,,0.0802000015974045,,,84,17976,1817,202,4248,,396.059997558594,,459,40,1095,143,,,,,,
"360081","360081",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST. CHARLES HOSPITAL                    ","2600 NAVARRE AVENUE                     ",,"OREGON                                  ","OH                                      ","43616                                   ","LUCAS                                   ",795801,,,541803,,,0.148599997162819,413655,142806,125,45625,8222,2310,22237,12.3100004196167,597.429992675781,,1982,178,6353,721,1689,,303,16,4335,345
"360082","360082",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","EUCLID HOSPITAL                         ","18901 LAKESHORE BLVD.                   ",,"EUCLID                                  ","OH                                      ","44119-                                  ","CUYAHOGA                                ",,,,320851,,,0.0910999998450279,,,112,43218,7461,1147,20022,,620.469970703125,0.0799999982118607,1903,206,5165,726,17,,36,67,380,435
"360084","360084",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AULTMAN HOSPITAL                        ","2600 SIXTH STREET SW                    ",,"CANTON                                  ","OH                                      ","44710                                   ","STARK                                   ",3382304,,,1082399,,,0.0945999994874001,3057978,1058847,430,156950,24711,3203,78576,72.3600006103516,2677.73999023438,,5112,706,22430,4285,,,40,6,769,491
"360085","360085",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","THE OHIO STATE UNIVERSITY HOSPITAL      ","660 ACKERMAN ROAD - 4TH FLOOROR         ","ROOM 443                                ","COLUMBUS                                ","OH                                      ","43202                                   ","FRANKLIN                                ",21117494,,,8433610,,,0.254999995231628,8111307,2024773,956,348874,75651,26400,274581,509.970001220703,9660.509765625,,11849,3884,49639,11128,1258,,311,80,3127,1146
"360086","360086",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","SPRINGFIELD REGIONAL MEDICAL CENTER     ","2615 EAST HIGH STREET                   ",,"SPRINGFIELD                             ","OH                                      ","45501-                                  ","CLARK                                   ",,,,1064761,,,0.152799993753433,,,230,83950,14494,3050,55960,,1082.40002441406,,3209,415,17314,3344,,,,16,,533
"360087","360087",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","LUTHERAN HOSPITAL                       ","1730 W. 25TH STREET                     ",,"CLEVELAND                               ","OH                                      ","44113-                                  ","CUYAHOGA                                ",144614,,,642622,,,0.288199990987778,196279,46533,119,43435,3391,825,15725,4.84000015258789,541.599975585938,,1130,264,5299,627,1542,,164,,3496,
"360089","360089",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MERCY HEALTH-TIFFIN  HOSPITAL LLC       ","45 ST LAWRENCE DRIVE                    ",,"TIFFIN                                  ","OH                                      ","44883                                   ","SENECA                                  ",,,,124078,,,0.0860999971628189,,,45,16425,3080,304,6593,,224.690002441406,,952,28,1931,340,,,,,,
"360090","360090",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST. LUKES HOSPITAL                      ","5901 MONCLOVA ROAD                      ",,"MAUMEE                                  ","OH                                      ","43537-                                  ","LUCAS                                   ",860478,,,,,,,464355,168280,167,61023,14937,611,34400,3.32999992370605,1078,,3472,123,9424,,,,,,,
"360091","360091",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MEDINA HOSPITAL                         ","1000 E. WASHINGTON STREET               ",,"MEDINA                                  ","OH                                      ","44256-                                  ","MEDINA                                  ",,,,,,,,,,139,50624,11287,510,26312,,621.049987792969,,2710,119,6559,526,,,,,,
"360092","360092",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MEMORIAL HOSPITAL OF UNION COUNTY       ","500 LONDON AVENUE                       ",,"MARYSVILLE                              ","OH                                      ","43040-                                  ","UNION                                   ",,,,72556,,,0.100500002503395,,,60,21900,1215,585,5369,,555.840026855469,,397,45,1524,270,,,,,,
"360095","360095",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","BLANCHARD VALLEY REG. HEALTH CENTER     ","1900 SOUTH MAIN STREET                  ",,"FINDLAY                                 ","OH                                      ","45840-                                  ","HANCOCK                                 ",,,,530429,,,0.0954999998211861,,,141,51465,10290,1051,25158,,1009.88000488281,,2799,84,6482,1094,135,,34,,421,
"360096","360096",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","EAST LIVERPOOL CITY HOSPITAL            ","425 WEST FIFTH STREET                   ",,"EAST LIVERPOOL                          ","OH                                      ","43920                                   ","COLUMBIANA                              ",1570968,,,408911,,,0.119999997317791,849081,161768,132,33580,6855,481,16771,21.2600002288818,423.25,,2010,158,5893,,,,13,,405,
"360098","360098",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","LAKE HOSPITAL SYSTEM                    ","7590 AUBURN RD                          ",,"CONCORD                                 ","OH                                      ","44077                                   ","LAKE                                    ",,,,324436,,,0.0284000001847744,,,312,113880,24929,2764,64985,,2070.06005859375,,5841,762,15870,2131,,,,2,278,202
"360107","360107",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","THE BELLEVUE HOSPITAL                   ","1400 W. MAIN ST.                        ","8004                                    ","BELLEVUE                                ","OH                                      ","44811-                                  ","SANDUSKY                                ",,,,106182,,,0.119999997317791,,,50,18250,1869,295,5057,,315.429992675781,5.8899998664856,596,134,1332,482,,,,,,
"360109","360109",10/31/2016,"31-OCT-16",12/31/2016,"31-DEC-16","As Submitted","COSHOCTON REGIONAL MEDICAL CENTER       ","1460 ORANGE STREET                      ",,"COSHOCTON                               ","OH                                      ","43812-2229                              ","COSHOCTON                               ",,,,25239,,,0.089199997484684,,,56,3472,545,64,1081,,71.4000015258789,,163,16,393,50,,,,,,
"360109","360109",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","COSHOCTON REGIONAL MEDICAL CENTER       ","1460 ORANGE STREET                      ",,"COSHOCTON                               ","OH                                      ","43812-2229                              ","COSHOCTON                               ",,,,60995,,,0.0423000007867813,,,56,20440,2799,75,5051,,315.75,,866,23,1708,,,,,,,
"360112","360112",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST VINCENT MEDICAL CENTER               ","2213 CHERRY STREET                      ",,"TOLEDO                                  ","OH                                      ","43608                                   ","LUCAS                                   ",9280534,,,2832375,,,0.281599998474121,5413609,2622995,288,110632,18449,8830,71450,140.240005493164,2183.06005859375,,4171,684,17149,3286,,,,,,
"360118","360118",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","MEDCENTRAL HEALTH SYSTEM                ","335 GLESSNER AVE                        ",,"MANSFIELD                               ","OH                                      ","44903-2265                              ","RICHLAND                                ",,,,1440806,,,0.146500006318092,,,228,83220,22921,3801,53306,,1779.77001953125,,4665,313,10976,2051,,,,10,,205
"360121","360121",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","COMMUNITY HOSPITAL OF WILLIAMS CITY     ","433 WEST HIGH                           ",,"BRYAN                                   ","OH                                      ","43506-                                  ","WILLIAMS                                ",,,,88564,,,0.0577999986708164,,,75,27375,2891,104,6079,,472.670013427734,,867,36,2002,505,,,,,,
"360123","360123",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","UH ST. JOHN MEDICAL CENTER              ","29000 CENTER RIDGE ROAD                 ",,"WESTLAKE                                ","OH                                      ","44145                                   ",,3407353,,,175340,,,0.0256999991834164,1472603,804652,170,62050,12708,871,32160,45.810001373291,775.940002441406,,3446,97,9017,1138,,,,,,
"360125","360125",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ASHTABULA COUNTY MEDICAL CENTER         ","2420 LAKE                               ","2420                                    ","ASHTABULA                               ","OH                                      ","44004-                                  ","ASHTABULA                               ",,,,421616,,,0.126900002360344,,,105,38325,8839,761,19144,,854,,2151,197,5049,1257,,,163,,556,
"360131","360131",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ALLIANCE COMMUNITY HOSPITAL             ","200 EAST STATE STREET                   ",,"ALLIANCE                                ","OH                                      ","44601-                                  ","STARK                                   ",342601,,,77294,,,0.0593999996781349,365979,180122,55,19471,2507,351,6787,8.96000003814697,606.47998046875,,768,68,2154,223,5,,,3,273,28
"360132","360132",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","FORT HAMILTON HOSPITAL                  ","630 EATON AVENUE                        ",,"HAMILTON                                ","OH                                      ","45013-2767                              ","BUTLER                                  ",,,,713929,,,0.182099997997284,,,138,50370,8742,1173,27031,,696.950012207031,,2020,313,6598,1547,394,,69,,750,
"360133","360133",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","GRANDVIEW HOSPITAL                      ","405 GRAND AVENUE                        ",,"DAYTON                                  ","OH                                      ","45405                                   ","MONTGOMERY                              ",3266270,1084603,,1035265,191339,,0.215599998831749,1376775,1260270,259,94535,14754,2930,59919,102.819999694824,2943,,3002,770,13333,3462,63,,26,,353,
"360134","360134",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","GOOD SAMARITAN HOSPITAL                 ","375 DIXMYTH AVENUE                      ",,"CINCINNATI                              ","OH                                      ","45220                                   ","HAMILTON                                ",3575860,,,2383104,,,0.209900006651878,2018852,1195993,406,148190,18674,10371,102968,67.7600021362305,3306.2099609375,,4372,882,19968,6056,,,772,,1857,
"360137","360137",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","UH CLEVELAND MEDICAL CENTER             ","11100 EUCLID AVENUE                     ",,"CLEVELAND                               ","OH                                      ","44106-5022                              ","CUYAHOGA                                ",28702870,,,4623734,,,0.207100003957748,9199795,5227454,599,218627,44564,7951,175120,541.52001953125,7163.47021484375,,7351,1336,31119,7941,657,,79,,1248,
"360141","360141",1/1/2017,"01-JAN-17",4/30/2017,"30-APR-17","Amended","NORTHSIDE MEDICAL CENTER                ","500 GYPSY LANE                          ","240                                     ","YOUNGSTOWN                              ","OH                                      ","44501-0240                              ","MAHONING                                ",746994,,,87194,,,0.151399999856949,845186,292266,114,14452,1489,340,4966,80.9499969482422,566.650024414062,,297,303,1125,,,,,,,
"360141","360141",5/1/2017,"01-MAY-17",12/31/2017,"31-DEC-17","As Submitted","NORTHSIDE MEDICAL CENTER                ","500 GYPSY LANE                          ","240                                     ","YOUNGSTOWN                              ","OH                                      ","44501-0240                              ","MAHONING                                ",874452,,,221344,,,0.195700004696846,1563207,551850,204,49980,2624,320,9321,74.3000030517578,583,,581,621,2151,,,,,,,
"360143","360143",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MARYMOUNT HOSPITAL                      ","12300 MCCRACKEN ROAD                    ",,"GARFIELD HTS.                           ","OH                                      ","44125-                                  ","CUYAHOGA                                ",,,,188427,,,0.0401999987661839,,,215,66758,11777,831,29160,,785.390014648438,,2480,222,6083,407,1043,,136,,2402,
"360144","360144",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","SOUTH POINTE HOSPITAL                   ","4110 WARRENSVILLE CENTER ROAD           ",,"WARRENSVILLE HEIGHTS                    ","OH                                      ","44122-                                  ","CUYAHOGA                                ",2534117,,,329838,,,0.0711999982595444,1316466,772549,120,55824,12026,1587,29971,47.2299995422363,743.02001953125,3.49000000953674,2445,279,6087,837,,,,,,
"360145","360145",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","UH ELYRIA MEDICAL CENTER                ","630 EAST RIVER STREET                   ",,"ELYRIA                                  ","OH                                      ","44035                                   ","LORAIN                                  ",,,,686235,,,0.0939000025391579,,,212,77539,16359,1838,42626,,1148.83996582031,,3623,826,9756,1764,,,,,,
"360147","360147",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","MARIETTA MEMORIAL HOSPITAL              ","401 MATTHEW STREET                      ",,"MARIETTA                                ","OH                                      ","43750-                                  ","WASHINGTON                              ",,1700285,,,1093390,,0.11089999973774,358428,323299,188,68620,21950,905,43336,19.0799999237061,2389.53002929688,,5488,1788,11324,,,,31,,417,
"360148","360148",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","POMERENE HOSPITAL                       ","981 WOOSTER ROAD                        ",,"MILLERSBURG                             ","OH                                      ","44654                                   ","HOLMES                                  ",,,,,,,,,,41,14965,1224,122,4441,,257.890014648438,,404,31,1545,113,,,,,,
"360150","360150",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","SUMMA WESTERN RESERVE HOSPITAL          ","1900 23RD STREET                        ",,"CUYAHOGA FALLS                          ","OH                                      ","44223                                   ","SUMMIT                                  ",1833103,,,104986,,,0.0447999984025955,1005142,841887,83,30295,4583,555,14260,45.7900009155273,769.150024414062,,1139,125,3874,402,,,,,,
"360151","360151",7/1/2017,"01-JUL-17",2/11/2018,"11-FEB-18","As Submitted","AFFINITY MEDICAL CENTER                 ","875 8TH ST                              ",,"MASSILLON                               ","OH                                      ","44646                                   ","STARK                                   ",615731,,,59080,,,0.0346999987959862,517280,158846,107,24182,3571,243,11142,15.5100002288818,382.109985351562,,777,293,2517,,,,,,273,126
"360152","360152",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","DOCTORS HOSPITAL                        ","5100 W. BROAD STREET                    ",,"COLUMBUS                                ","OH                                      ","43228                                   ","FRANKLIN                                ",4237065,,,1086401,,,0.270099997520447,1634409,947726,149,54071,8044,3661,35270,99.1699981689453,1169.97998046875,,1793,504,8359,2271,,,,,,
"360153","360153",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","BELMONT COMMUNITY HOSPITAL              ","4697 HARRISON STREET                    ",,"BELLAIRE                                ","OH                                      ","43906                                   ","BELMONT                                 ",,,,14239,,,0.119999997317791,,,22,8030,1220,1105,5437,,185,,97,75,454,125,,,,12,,169
"360155","360155",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","SOUTHWEST GENERAL HEALTH CENTER         ","18697 BAGLEY ROAD                       ",,"MIDDLEBURG HEIGHTS                      ","OH                                      ","44130-3497                              ","CUYAHOGA                                ",,,,,,,,,,194,70810,20473,1756,51443,,1624.22998046875,,4745,255,14358,1291,392,,64,,1284,245
"360156","360156",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MEMORIAL HOSPITAL                       ","715 SOUTH TAFT AVENUE                   ",,"FREMONT                                 ","OH                                      ","43420                                   ","SANDUSKY                                ",,,,80466,,,0.119999997317791,,,102,37230,1283,327,3359,,260.350006103516,,423,26,1086,196,,,,,,
"360159","360159",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ADENA REGIONAL MEDICAL CENTER           ","272 HOSPITAL ROAD                       ",,"CHILLICOTHE                             ","OH                                      ","45601-9031                              ","ROSS                                    ",3557375,,,1487415,,,0.18970000743866,892853,906768,189,68985,14470,1410,38370,45.7900009155273,1561.06005859375,,3830,291,10178,2872,,,,,,
"360161","360161",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","ST. JOSEPH HEALTH CENTER                ","667 EASTLAND AVENUE                     ",,"WARREN                                  ","OH                                      ","44484                                   ","TRUMBULL                                ",1171891,,,525536,,,0.125100001692772,613916,554301,125,46976,10528,1298,36351,21.3899993896484,789.710021972656,,2320,231,8836,1850,,,,,,
"360163","360163",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","THE CHRIST HOSPITAL                     ","2139 AUBURN AVENUE                      ",,"CINCINNATI                              ","OH                                      ","45219-2906                              ","HAMILTON                                ",7007966,,,1099628,,,0.0533999986946583,2801715,1316286,473,164786,34133,3129,101783,78.5800018310547,3771.6201171875,,7265,295,23802,2584,685,,138,1,1453,459
